,text,predicted_labels,confidence_score,annotation_correct
362,Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,neutral,1.0,0
363,aww  you loooove me,positive,1.0,1
364,"is hungry, twitter.  i want food. </3",negative,1.0,0
365,awesome lucky you,positive,1.0,1
366," yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",neutral,1.0,1
367," haha im jewish, i love that one",positive,1.0,1
368,"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",positive,1.0,0
369, l`m on 3 days too matt. No fun this weekend.,negative,1.0,1
370, u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,neutral,1.0,1
371, I feel your pain. Mine is the same way,neutral,1.0,0
372,comes home in two days,neutral,1.0,1
373, Sadly no. It didn`t come with one...,negative,1.0,1
374,Cant wait to see my boy tomorrow,positive,1.0,1
375, ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,negative,1.0,0
376, aww I miss driving down elmwood,positive,1.0,0
377,Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive,1.0,1
378,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",positive,1.0,1
379,_30439 I really wish I could go!,positive,1.0,1
380," yeah real hard, but I know you`ll get by with it... smile",positive,1.0,0
381, I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,negative,1.0,1
382,  This has made my night!!  Way too funny!!,positive,1.0,1
383,Woo CAVS.  Happy Mother`s Day!,positive,1.0,1
384, I make that same face when I get home and your mom is watching soaps.,negative,1.0,0
385,I have to go to work now.,neutral,1.0,1
386, I can`t believe you went and got boba without me.,negative,1.0,0
387,"  And to you too, how are you today?",neutral,1.0,1
388, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,positive,1.0,1
389,19 days and counting,neutral,1.0,1
390, sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,negative,1.0,1
391,BRAINFREEZE,neutral,1.0,1
392,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,negative,1.0,0
393,"My sunburn is peeling,",neutral,0.3333333333333333,0
394,perky purple nail polish isn`t as perky when its chipped,negative,1.0,0
395,"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",negative,1.0,0
396,Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,negative,1.0,1
397,I hate the dentist,negative,1.0,1
398," nothing aimed at you, just joining in...sorry",neutral,1.0,0
399,I`m taking a twitter break. Cell is dying,negative,1.0,1
400, qood morninq,positive,0.3333333333333333,0
401,writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,positive,1.0,0
402,needs more followers,negative,0.3333333333333333,0
403,I wish I could get my nails done  stupid job,negative,1.0,1
404,The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,neutral,0.6666666666666666,1
405, the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,positive,1.0,0
406, Have a good one,positive,1.0,1
407," yep infact she is popular, miss india 99, talented film actress .... and lot more",positive,1.0,1
408,Dosen`t Want To Go To Work Tomorrow,negative,1.0,1
409,Daniel has won DSDS. His voice is great.,positive,1.0,1
410,[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,neutral,1.0,1
411,was hoping to go to Red Lobster this weekend,neutral,1.0,1
412,_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,neutral,0.3333333333333333,0
413,I sure do hope it becomes 4:20 this afternoon ...,positive,0.6666666666666666,1
414, it means that you are now FAMOUS. Congrats!,positive,1.0,1
415,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,negative,1.0,1
416,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",positive,1.0,1
417,tamlyn wishes she was as cool as my sock draw,neutral,0.6666666666666666,0
418, so no rice or crusty bread with the chili .... aawww,negative,1.0,0
419,"  We are of like minds this evening , my dear!",positive,1.0,0
420,come and save me from my packing please?!,negative,1.0,0
421,"Yes, I love tea. If that makes me typically English then so be it",positive,1.0,1
422, a mouth for sure,neutral,1.0,0
423,_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,positive,1.0,0
424, pancakes!! with lemon and sugar thanks!,positive,1.0,1
425," Si, no bueno  I guess I just don`t entertain him :/",negative,1.0,1
426,I`m so hunrgy right now and these heels kill me I can hardly walk in them,negative,1.0,1
427,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,negative,1.0,1
428," Yay, three followers! Good to know more than one person in this big wide world likes fishies.",positive,1.0,1
429,'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,negative,1.0,1
430,Goodmorning,positive,1.0,1
431,Took a shift tomorrow.    I don`t really feel like working right now.,negative,1.0,1
432," I love mine, too . happy motherÃÂ¯ÃÂ¿ÃÂ½s day to your mom , John Taylor  . much love to you, too .",positive,1.0,1
433,Saw a black snake in the garden.  Went back for a picture and it was gone,neutral,1.0,1
434,http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,positive,1.0,1
435,No waterfront anymore   faccia luna and clarendon will have to do,neutral,0.6666666666666666,0
436,loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,positive,1.0,1
437,Slipped up and caught the flu  feeling like poop!,negative,1.0,1
438,"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",positive,1.0,1
439,Ok ... the passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...,negative,1.0,1
440,Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,negative,1.0,0
441,"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",negative,1.0,0
442," If u do, please pray 4 me.  Lord knows I need it.",neutral,1.0,1
443,aaaaaw i want to live in the USA,positive,1.0,0
444,Morning tweeple,neutral,1.0,0
445," Hey, I didn`t get any !!!",negative,1.0,0
446, Now you only have 2 hours to sleep...  - Rest if you need it.,negative,1.0,0
447,"  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",positive,1.0,0
448,I don`t want to sit at home on prom night. Someone hang out with me,neutral,1.0,0
449,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,positive,1.0,1
450,concert tonight  chackin out and not coming tomorrow!,neutral,1.0,1
451, what happened? I thought you were coming back today....,negative,1.0,0
452, lol dammit  well then next time then,negative,1.0,1
453, lol. just don`t ever forget me,positive,1.0,1
454, Still jealous,negative,1.0,1
455,http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,neutral,1.0,0
456,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative,1.0,1
457,this week of mine was not easy!  but finally it`s over! (:,negative,1.0,1
458,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,positive,1.0,1
459,In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,positive,1.0,1
460," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral,1.0,1
461,"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",negative,1.0,0
462, but you always have lee. Let`s go to Paris,positive,0.3333333333333333,0
463, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive,1.0,1
464,cooking with my dad  having lots of fun in the kitchen together,positive,1.0,1
465,Bouncing Rush makes me feel nauseous,negative,1.0,1
466,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,positive,1.0,1
467,playing singstar without my fave duetter,negative,1.0,1
468,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive,1.0,1
469," That`s just weird... :\  Oh, and what was it you were drawing for me?",negative,1.0,1
470,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive,1.0,1
471,"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",negative,1.0,1
472,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive,1.0,1
473,"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",negative,1.0,1
474, FIL 461 with cool people like me,positive,1.0,1
475,Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive,1.0,1
476, i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral,1.0,1
477,my son got stung by a bug for the first time  his little finger is slightly swollen.,negative,1.0,1
478, it was hours ago i came in.... and it`s only now i realised when i went to buy something online,negative,1.0,0
479, oh just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral,1.0,1
480,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,positive,1.0,0
481,Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,positive,1.0,1
482,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative,1.0,1
483,I`m missing crab legs and attending my going away instead!,negative,0.6666666666666666,1
484,Hicks are mean!,negative,1.0,1
485,"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",neutral,0.6666666666666666,0
486,"back soon, need to run to the shops and cut the grass",neutral,1.0,1
487,I`m up. I have a plan to transform my bedroom today. Random.,positive,1.0,0
488,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",neutral,0.3333333333333333,0
489, thats another sponsor,neutral,1.0,1
490," And most of us are going to be stuck in an office, some without windows",negative,1.0,1
491, No it`s not sad. Should make you proud,positive,1.0,0
492,"   Sorry, we`ll try to keep it down.",negative,1.0,1
493,is home alone.. Doing hw,neutral,1.0,1
494,"According to , a quarter of families under six live in poverty.",neutral,0.6666666666666666,0
495,the plan to not spend money is not going well,negative,1.0,1
496,uploading all my bamboozle pictures of facebook,neutral,1.0,1
497, congratulations ! you guys finish a month early than we do. booo,positive,0.6666666666666666,1
498," actually, I wish I was back in Tahoe.  I miss it there.",positive,0.6666666666666666,0
499,"Woke Up,I Wanna Stay In My bed",neutral,1.0,1
500, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,,,0
501," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",,,0
502,_Marie Wish I could make it too!!! I hate my commute sometimes,,,0
503,workin a long day today... hopefully i can make some good tips,,,0
504, but it all went too quick and there wasn`t a chance lol,,,0
505,Hates headaches! Maybe I`m not ready to rock,,,0
506, Thanks for the support,,,0
507,there`s really no android twitter app of Tweetie`s calibre,,,0
508,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",,,0
509,Nyappy mother`s day to your mom`s.,,,0
510,yeah.... and im gonna take ur picture off my ipod baby..,,,0
511, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,,,0
512, lol same here....wish there was a way to microsize everything...lol,,,0
513," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",,,0
