,text,predicted_label
407," yep infact she is popular, miss india 99, talented film actress .... and lot more",1
408,Dosen`t Want To Go To Work Tomorrow,1
409,Daniel has won DSDS. His voice is great.,1: daniel has won dsds.
410,[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,1
411,was hoping to go to Red Lobster this weekend,1
412,_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,1
413,I sure do hope it becomes 4:20 this afternoon ...,positive
414, it means that you are now FAMOUS. Congrats!,1
415,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,1
416,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",positive
417,tamlyn wishes she was as cool as my sock draw,"1 for positive, 0 for neutral,"
418, so no rice or crusty bread with the chili .... aawww,1
419,"  We are of like minds this evening , my dear!",1
420,come and save me from my packing please?!,1
421,"Yes, I love tea. If that makes me typically English then so be it",1
422, a mouth for sure,1
423,_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,1
424, pancakes!! with lemon and sugar thanks!,1
425," Si, no bueno  I guess I just don`t entertain him :/","1

no good, i guess"
426,I`m so hunrgy right now and these heels kill me I can hardly walk in them,1
427,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,"1 for positive, 0 for neutral,"
428," Yay, three followers! Good to know more than one person in this big wide world likes fishies.",1
429,'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,1
430,Goodmorning,"1 good morning
0 morning
2"
431,Took a shift tomorrow.    I don`t really feel like working right now.,1
432," I love mine, too . happy motherÃÂ¯ÃÂ¿ÃÂ½s day to your mom , John Taylor  . much love to you, too .",1
433,Saw a black snake in the garden.  Went back for a picture and it was gone,1
434,http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,1
435,No waterfront anymore   faccia luna and clarendon will have to do,1
436,loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,1
437,Slipped up and caught the flu  feeling like poop!,1
438,"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",the sentiment of this text is positive.
439,Ok ... the passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...,1
440,Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,1
441,"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has","1 is positive, 0 is negative."
442," If u do, please pray 4 me.  Lord knows I need it.",1
443,aaaaaw i want to live in the USA,1
444,Morning tweeple,1
445," Hey, I didn`t get any !!!","positive: 1

noun"
446, Now you only have 2 hours to sleep...  - Rest if you need it.,1
447,"  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",1
448,I don`t want to sit at home on prom night. Someone hang out with me,1
449,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,1
450,concert tonight  chackin out and not coming tomorrow!,1
451, what happened? I thought you were coming back today....,1
452, lol dammit  well then next time then,1
453, lol. just don`t ever forget me,1: neutral
454, Still jealous,"1 for positive, 0 for neutral,"
455,http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,1
456,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,1
457,this week of mine was not easy!  but finally it`s over! (:,"positive: 1

n/"
458,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,the sentiment in this text is positive.
459,In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,1
460," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",1
461,"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",the sentiment in this text is positive.
462, but you always have lee. Let`s go to Paris,1
463, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,1
464,cooking with my dad  having lots of fun in the kitchen together,1
465,Bouncing Rush makes me feel nauseous,1
466,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,the sentiment of this text is positive.
467,playing singstar without my fave duetter,1: positive
468,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",1
469," That`s just weird... :\  Oh, and what was it you were drawing for me?",1
470,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,1
471,"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!","the birds are out, oh man..."
472,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",the sentiment in this text is positive.
473,"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",1
474, FIL 461 with cool people like me,1
475,Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,1
476, i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,1
477,my son got stung by a bug for the first time  his little finger is slightly swollen.,"1: positive
2: my son"
478, it was hours ago i came in.... and it`s only now i realised when i went to buy something online,1
479, oh just referring to our lil exchange on LJ with regards to twitter archive postings.,1
480,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,"1

positive"
481,Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,1
482,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,1
483,I`m missing crab legs and attending my going away instead!,positive
484,Hicks are mean!,1
485,"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",1
486,"back soon, need to run to the shops and cut the grass",1
487,I`m up. I have a plan to transform my bedroom today. Random.,1
488,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",1
489, thats another sponsor,1
490," And most of us are going to be stuck in an office, some without windows",1
491, No it`s not sad. Should make you proud,1
492,"   Sorry, we`ll try to keep it down.",1
493,is home alone.. Doing hw,1 is home alone. 2 is negative
494,"According to , a quarter of families under six live in poverty.","1 for positive, 0 for neutral,"
495,the plan to not spend money is not going well,the plan to not spend money is not
496,uploading all my bamboozle pictures of facebook,"1 for positive, 0 for neutral,"
497, congratulations ! you guys finish a month early than we do. booo,"1, 2"
498," actually, I wish I was back in Tahoe.  I miss it there.",1: positive
499,"Woke Up,I Wanna Stay In My bed",1
500, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,
501," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",
502,_Marie Wish I could make it too!!! I hate my commute sometimes,
503,workin a long day today... hopefully i can make some good tips,
504, but it all went too quick and there wasn`t a chance lol,
505,Hates headaches! Maybe I`m not ready to rock,
506, Thanks for the support,
507,there`s really no android twitter app of Tweetie`s calibre,
508,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",
509,Nyappy mother`s day to your mom`s.,
510,yeah.... and im gonna take ur picture off my ipod baby..,
511, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,
512, lol same here....wish there was a way to microsize everything...lol,
513," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",
514,"_Libertine um, glad you enjoyed it...",
515,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,
516, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,
517, He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,
518,I miss her alot and its only been one day,
519, sounds like you all had a great night . i`m glad it was successful,
520, Thanks for sharing that,
521, you should say mlia instead of fml  i hope you find it soon,
522,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",
523, nah jkin he`s hot! so... bored now,
524,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,
525, yes i have read them many times.,
526, Cuz you play a grown up on Twitter?,
527,i am living in ignorance  :@,
528, nope... it is telling you that you want cameo creams,
529, AWWWW  we`re gonna miss you!,
530, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,
531,"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",
532,today was a lovely day! I had fun with  and  this evening!,
533, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,
534,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",
535, it was amazing,
536,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,
537,I`m sick and sad .... missing out on Martini Lounge tonight,
538,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,
539,Really wishes he had some spare cash to buy the new Punch Out for Wii,
540,"Aw, not going to Toronto anymore.",
541, So sorry to hear about your mom! that really sucks,
542, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,
543,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,
544,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,
545, sweet dreams,
546, hay wats ur AIM? we should chat,
547,. Okay kool... I might be touring all summer long but we can make it happen!,
548,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,
